ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d	MSFT d
W_TST_0305	43.26454719	10.98436391	43.26454719	5.58800250	0.67281142	0.71485584	-0.19054110	0.68211090	0.72473645	-0.09737450	5.39636141	29.12071642
W_TST_0306	43.26454719	10.98436391	43.26454719	16.96043315	0.67281142	0.71485584	-0.19054110	0.65555880	0.69652510	-0.29171124	5.97606924	35.71340361
W_TST_0307	43.26454719	10.98436391	43.26454719	10.40553925	0.67281142	0.71485584	-0.19054110	0.67409635	0.71622106	-0.18061423	0.57882466	0.33503799
W_TST_0308	43.26454719	10.98436391	43.26454719	11.34985201	0.67281142	0.71485584	-0.19054110	0.67196471	0.71395621	-0.19679928	0.36548810	0.13358155
W_TST_0309	43.26454719	10.98436391	43.26454719	7.78818498	0.67281142	0.71485584	-0.19054110	0.67904593	0.72147995	-0.13551127	3.19617893	10.21555976
W_TST_0310	43.26454719	10.98436391	43.26454719	4.70767784	0.67281142	0.71485584	-0.19054110	0.68305574	0.72574033	-0.08207206	6.27668606	39.39678794
W_TST_0311	43.26454719	10.98436391	43.26454719	9.41838061	0.67281142	0.71485584	-0.19054110	0.67612894	0.71838068	-0.16364245	1.56598330	2.45230369
W_TST_0312	43.26454719	10.98436391	43.26454719	11.55107242	0.67281142	0.71485584	-0.19054110	0.67148687	0.71344852	-0.20024134	0.56670851	0.32115854
W_TST_0313	43.26454719	10.98436391	43.26454719	7.94425603	0.67281142	0.71485584	-0.19054110	0.67879043	0.72120848	-0.13820959	3.04010788	9.24225590
W_TST_0314	43.26454719	10.98436391	43.26454719	20.09435144	0.67281142	0.71485584	-0.19054110	0.64364827	0.68387027	-0.34356711	9.10998753	82.99187285
W_TST_0315	43.26454719	10.98436391	43.26454719	16.10155883	0.67281142	0.71485584	-0.19054110	0.65848202	0.69963099	-0.27734079	5.11719492	26.18568384
W_TST_0316	43.26454719	10.98436391	43.26454719	20.30698930	0.67281142	0.71485584	-0.19054110	0.64276996	0.68293707	-0.34705006	9.32262539	86.91134425
W_TST_0317	43.26454719	10.98436391	43.26454719	17.13560633	0.67281142	0.71485584	-0.19054110	0.65494449	0.69587239	-0.29463424	6.15124242	37.83778333
W_TST_0318	43.26454719	10.98436391	43.26454719	16.28292827	0.67281142	0.71485584	-0.19054110	0.65787702	0.69898818	-0.28038071	5.29856436	28.07478432
