ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
W_TST_0655	243.70570918	48.86968432	243.70570918	50.07340190	-0.58971439	-0.29138189	-0.75321546	-0.57539843	-0.28430828	-0.76686729	1.20371757
W_TST_0654	243.70570918	48.86968432	243.70570918	75.51970537	-0.58971439	-0.29138189	-0.75321546	-0.22417480	-0.11076629	-0.96823369	26.65002105
W_TST_0653	243.70570918	48.86968432	243.70570918	55.55516387	-0.58971439	-0.29138189	-0.75321546	-0.50708891	-0.25055608	-0.82467114	6.68547955
W_TST_0651	243.70570918	48.86968432	243.70570918	56.23396789	-0.58971439	-0.29138189	-0.75321546	-0.49829426	-0.24621059	-0.83131412	7.36428357
W_TST_0652	243.70570918	48.86968432	243.70570918	66.22059376	-0.58971439	-0.29138189	-0.75321546	-0.36149584	-0.17861755	-0.91510465	17.35090944
W_TST_0650	243.70570918	48.86968432	243.70570918	74.41795297	-0.58971439	-0.29138189	-0.75321546	-0.24082426	-0.11899291	-0.96324678	25.54826865
W_TST_0649	243.70570918	48.86968432	243.70570918	66.85811417	-0.58971439	-0.29138189	-0.75321546	-0.35234498	-0.17409605	-0.91953444	17.98842985
W_TST_0648	243.70570918	48.86968432	243.70570918	41.39799727	-0.58971439	-0.29138189	-0.75321546	-0.67251823	-0.33229584	-0.66128565	7.47168705
W_TST_0647	243.70570918	48.86968432	243.70570918	82.73856932	-0.58971439	-0.29138189	-0.75321546	-0.11331866	-0.05599152	-0.99197975	33.86888500
W_TST_0646	243.70570918	48.86968432	243.70570918	40.76056571	-0.58971439	-0.29138189	-0.75321546	-0.67907224	-0.33553422	-0.65289944	8.10911861
W_TST_0645	243.70570918	48.86968432	243.70570918	71.36163266	-0.58971439	-0.29138189	-0.75321546	-0.28652570	-0.14157430	-0.94755461	22.49194833
W_TST_0644	243.70570918	48.86968432	243.70570918	56.47190075	-0.58971439	-0.29138189	-0.75321546	-0.49519497	-0.24467920	-0.83361504	7.60221643
W_TST_0643	243.70570918	48.86968432	243.70570918	47.65156523	-0.58971439	-0.29138189	-0.75321546	-0.60393663	-0.29840920	-0.73906190	1.21811909
W_TST_0642	243.70570918	48.86968432	243.70570918	52.17405576	-0.58971439	-0.29138189	-0.75321546	-0.54981063	-0.27166517	-0.78987740	3.30437143
W_TST_0641	243.70570918	48.86968432	243.70570918	81.64599910	-0.58971439	-0.29138189	-0.75321546	-0.13025581	-0.06436028	-0.98938929	32.77631478
W_TST_0640	243.70570918	48.86968432	243.70570918	39.05131294	-0.58971439	-0.29138189	-0.75321546	-0.69622955	-0.34401176	-0.63001613	9.81837138
W_TST_0639	243.70570918	48.86968432	243.70570918	32.51575369	-0.58971439	-0.29138189	-0.75321546	-0.75599374	-0.37354165	-0.53753148	16.35393063
W_TST_0638	243.70570918	48.86968432	243.70570918	80.49102011	-0.58971439	-0.29138189	-0.75321546	-0.14810881	-0.07318157	-0.98625972	31.62133578
W_TST_0637	243.70570918	48.86968432	243.70570918	45.01535384	-0.58971439	-0.29138189	-0.75321546	-0.63377295	-0.31315153	-0.70729624	3.85433049
W_TST_0636	243.70570918	48.86968432	243.70570918	64.47497790	-0.58971439	-0.29138189	-0.75321546	-0.38631971	-0.19088320	-0.90239719	15.60529358
W_TST_0635	243.70570918	48.86968432	243.70570918	58.32165392	-0.58971439	-0.29138189	-0.75321546	-0.47081309	-0.23263195	-0.85100964	9.45196960
W_TST_0634	243.70570918	48.86968432	243.70570918	89.66161257	-0.58971439	-0.29138189	-0.75321546	-0.00529486	-0.00261622	-0.99998256	40.79192825
W_TST_0633	243.70570918	48.86968432	243.70570918	72.03930481	-0.58971439	-0.29138189	-0.75321546	-0.27645820	-0.13659988	-0.95126828	23.16962049
W_TST_0632	243.70570918	48.86968432	243.70570918	84.44278405	-0.58971439	-0.29138189	-0.75321546	-0.08681976	-0.04289824	-0.99529999	35.57309973
W_TST_0631	243.70570918	48.86968432	243.70570918	70.06463861	-0.58971439	-0.29138189	-0.75321546	-0.30568089	-0.15103901	-0.94007787	21.19495429
W_TST_0630	243.70570918	48.86968432	243.70570918	63.02998694	-0.58971439	-0.29138189	-0.75321546	-0.40659823	-0.20090295	-0.89124401	14.16030261
W_TST_0629	243.70570918	48.86968432	243.70570918	83.58837458	-0.58971439	-0.29138189	-0.75321546	-0.10011608	-0.04946804	-0.99374528	34.71869026
W_TST_0628	243.70570918	48.86968432	243.70570918	61.19439637	-0.58971439	-0.29138189	-0.75321546	-0.43198373	-0.21344610	-0.87625956	12.32471204
W_TST_0627	243.70570918	48.86968432	243.70570918	46.58122754	-0.58971439	-0.29138189	-0.75321546	-0.61620835	-0.30447274	-0.72634951	2.28845678
W_TST_0626	243.70570918	48.86968432	243.70570918	59.62883147	-0.58971439	-0.29138189	-0.75321546	-0.45328557	-0.22397149	-0.86276820	10.75914715
W_TST_0625	243.70570918	48.86968432	243.70570918	47.24271571	-0.58971439	-0.29138189	-0.75321546	-0.60864932	-0.30073777	-0.73423620	1.62696861
W_TST_0624	243.70570918	48.86968432	243.70570918	65.78477932	-0.58971439	-0.29138189	-0.75321546	-0.36772575	-0.18169580	-0.91201119	16.91509500
W_TST_0623	243.70570918	48.86968432	243.70570918	80.31336695	-0.58971439	-0.29138189	-0.75321546	-0.15084971	-0.07453587	-0.98574275	31.44368263
W_TST_0622	243.70570918	48.86968432	243.70570918	88.06334763	-0.58971439	-0.29138189	-0.75321546	-0.03029782	-0.01497036	-0.99942880	39.19366330
W_TST_0621	243.70570918	48.86968432	243.70570918	62.00975036	-0.58971439	-0.29138189	-0.75321546	-0.42076089	-0.20790082	-0.88302747	13.14006603
