ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
W_TST_0154	262.93705913	0.94965924	262.93705913	3.04094730	-0.99227536	-0.12294272	-0.01657392	-0.99101424	-0.12278646	-0.05304963	2.09128805
W_TST_0153	262.93705913	0.94965924	262.93705913	9.19282562	-0.99227536	-0.12294272	-0.01657392	-0.97966542	-0.12138035	-0.15975758	8.24316638
W_TST_0152	262.93705913	0.94965924	262.93705913	2.11724219	-0.99227536	-0.12294272	-0.01657392	-0.99173418	-0.12287566	-0.03694444	1.16758295
W_TST_0151	262.93705913	0.94965924	262.93705913	2.16360852	-0.99227536	-0.12294272	-0.01657392	-0.99170418	-0.12287195	-0.03775312	1.21394928
W_TST_0150	262.93705913	0.94965924	262.93705913	2.83021660	-0.99227536	-0.12294272	-0.01657392	-0.99120117	-0.12280963	-0.04937651	1.88055736
W_TST_0149	262.93705913	0.94965924	262.93705913	3.56026584	-0.99227536	-0.12294272	-0.01657392	-0.99049635	-0.12272230	-0.06209838	2.61060659
W_TST_0148	262.93705913	0.94965924	262.93705913	2.84975031	-0.99227536	-0.12294272	-0.01657392	-0.99118440	-0.12280755	-0.04971702	1.90009106
W_TST_0147	262.93705913	0.94965924	262.93705913	2.34712091	-0.99227536	-0.12294272	-0.01657392	-0.99157909	-0.12285645	-0.04095353	1.39746167
W_TST_0146	262.93705913	0.94965924	262.93705913	1.64080148	-0.99227536	-0.12294272	-0.01657392	-0.99200477	-0.12290919	-0.02863347	0.69114224
W_TST_0145	262.93705913	0.94965924	262.93705913	2.41218157	-0.99227536	-0.12294272	-0.01657392	-0.99153230	-0.12285065	-0.04208807	1.46252233
W_TST_0144	262.93705913	0.94965924	262.93705913	0.73123876	-0.99227536	-0.12294272	-0.01657392	-0.99233085	-0.12294959	-0.01276218	0.21842048
W_TST_0143	262.93705913	0.94965924	262.93705913	0.37292803	-0.99227536	-0.12294272	-0.01657392	-0.99239065	-0.12295700	-0.00650878	0.57673122
W_TST_0142	262.93705913	0.94965924	262.93705913	2.06468646	-0.99227536	-0.12294272	-0.01657392	-0.99176739	-0.12287978	-0.03602778	1.11502722
W_TST_0141	262.93705913	0.94965924	262.93705913	1.92519011	-0.99227536	-0.12294272	-0.01657392	-0.99185150	-0.12289020	-0.03359458	0.97553087
W_TST_0140	262.93705913	0.94965924	262.93705913	1.90451947	-0.99227536	-0.12294272	-0.01657392	-0.99186347	-0.12289168	-0.03323401	0.95486023
W_TST_0139	262.93705913	0.94965924	262.93705913	1.35361570	-0.99227536	-0.12294272	-0.01657392	-0.99213474	-0.12292529	-0.02362285	0.40395646
W_TST_0138	262.93705913	0.94965924	262.93705913	1.69938383	-0.99227536	-0.12294272	-0.01657392	-0.99197519	-0.12290553	-0.02965549	0.74972459
W_TST_0137	262.93705913	0.94965924	262.93705913	1.29630847	-0.99227536	-0.12294272	-0.01657392	-0.99215769	-0.12292814	-0.02262292	0.34664923
W_TST_0136	262.93705913	0.94965924	262.93705913	3.46612272	-0.99227536	-0.12294272	-0.01657392	-0.99059628	-0.12273468	-0.06045836	2.51646347
W_TST_0135	262.93705913	0.94965924	262.93705913	3.13831918	-0.99227536	-0.12294272	-0.01657392	-0.99092334	-0.12277520	-0.05474662	2.18865993
