ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
W_TST_0318	241.50637661	0.00000000	249.63568024	0.00000000	-0.87887021	-0.47706095	0.00000000	-0.93749888	-0.34798830	0.00000000	8.12930363
W_TST_0317	241.50637661	0.00000000	251.47940413	0.00000000	-0.87887021	-0.47706095	0.00000000	-0.94820953	-0.31764553	0.00000000	9.97302752
W_TST_0316	241.50637661	0.00000000	253.61455748	0.00000000	-0.87887021	-0.47706095	0.00000000	-0.95938568	-0.28209771	0.00000000	12.10818087
W_TST_0315	241.50637661	0.00000000	244.80708426	0.00000000	-0.87887021	-0.47706095	0.00000000	-0.90487969	-0.42566741	0.00000000	3.30070765
W_TST_0314	241.50637661	0.00000000	242.05815158	0.00000000	-0.87887021	-0.47706095	0.00000000	-0.88342362	-0.46857519	0.00000000	0.55177496
W_TST_0313	241.50637661	0.00000000	236.52908277	0.00000000	-0.87887021	-0.47706095	0.00000000	-0.83416587	-0.55151364	0.00000000	4.97729384
W_TST_0312	241.50637661	0.00000000	237.10877733	0.00000000	-0.87887021	-0.47706095	0.00000000	-0.83970307	-0.54304582	0.00000000	4.39759928
W_TST_0311	241.50637661	0.00000000	239.27740926	0.00000000	-0.87887021	-0.47706095	0.00000000	-0.85965091	-0.51088190	0.00000000	2.22896735
W_TST_0310	241.50637661	0.00000000	235.73023746	0.00000000	-0.87887021	-0.47706095	0.00000000	-0.82639558	-0.56309000	0.00000000	5.77613915
W_TST_0309	241.50637661	0.00000000	235.63624757	0.00000000	-0.87887021	-0.47706095	0.00000000	-0.82547075	-0.56444489	0.00000000	5.87012904
W_TST_0308	241.50637661	0.00000000	238.48234950	0.00000000	-0.87887021	-0.47706095	0.00000000	-0.85247916	-0.52276120	0.00000000	3.02402711
W_TST_0307	241.50637661	0.00000000	234.74378250	0.00000000	-0.87887021	-0.47706095	0.00000000	-0.81657892	-0.57723381	0.00000000	6.76259412
W_TST_0306	241.50637661	0.00000000	240.42435768	0.00000000	-0.87887021	-0.47706095	0.00000000	-0.86970484	-0.49357218	0.00000000	1.08201893
W_TST_0305	241.50637661	0.00000000	244.76345456	0.00000000	-0.87887021	-0.47706095	0.00000000	-0.90455529	-0.42635634	0.00000000	3.25707794
