ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
W_TST_0715	178.36051881	0.00000000	94.12618034	0.00000000	0.02861044	-0.99959064	0.00000000	0.99740801	-0.07195320	0.00000000	84.23433847
W_TST_0714	178.36051881	0.00000000	228.88960197	0.00000000	0.02861044	-0.99959064	0.00000000	-0.75344408	-0.65751199	0.00000000	50.52908316
W_TST_0712	178.36051881	0.00000000	108.36643396	0.00000000	0.02861044	-0.99959064	0.00000000	0.94906077	-0.31509310	0.00000000	69.99408485
W_TST_0713	178.36051881	0.00000000	219.09261660	0.00000000	0.02861044	-0.99959064	0.00000000	-0.63057580	-0.77612767	0.00000000	40.73209779
W_TST_0711	178.36051881	0.00000000	231.77775604	0.00000000	0.02861044	-0.99959064	0.00000000	-0.78561675	-0.61871344	0.00000000	53.41723723
W_TST_0710	178.36051881	0.00000000	217.29389481	0.00000000	0.02861044	-0.99959064	0.00000000	-0.60590363	-0.79553805	0.00000000	38.93337599
W_TST_0709	178.36051881	0.00000000	148.83000478	0.00000000	0.02861044	-0.99959064	0.00000000	0.51757900	-0.85563542	0.00000000	29.53051404
W_TST_0708	178.36051881	0.00000000	203.51597288	0.00000000	0.02861044	-0.99959064	0.00000000	-0.39900471	-0.91694888	0.00000000	25.15545407
W_TST_0707	178.36051881	0.00000000	219.42062280	0.00000000	0.02861044	-0.99959064	0.00000000	-0.63500861	-0.77250506	0.00000000	41.06010399
W_TST_0706	178.36051881	0.00000000	226.27090322	0.00000000	0.02861044	-0.99959064	0.00000000	-0.72261620	-0.69124947	0.00000000	47.91038441
W_TST_0705	178.36051881	0.00000000	219.87784414	0.00000000	0.02861044	-0.99959064	0.00000000	-0.64115293	-0.76741314	0.00000000	41.51732533
W_TST_0704	178.36051881	0.00000000	157.37638287	0.00000000	0.02861044	-0.99959064	0.00000000	0.38467583	-0.92305173	0.00000000	20.98413595
W_TST_0703	178.36051881	0.00000000	65.50827613	0.00000000	0.02861044	-0.99959064	0.00000000	0.91002116	0.41456180	0.00000000	112.85224269
W_TST_0702	178.36051881	0.00000000	180.18353606	0.00000000	0.02861044	-0.99959064	0.00000000	-0.00320330	-0.99999487	0.00000000	1.82301725
W_TST_0701	178.36051881	0.00000000	170.85742620	0.00000000	0.02861044	-0.99959064	0.00000000	0.15889172	-0.98729601	0.00000000	7.50309262
W_TST_0700	178.36051881	0.00000000	168.37636761	0.00000000	0.02861044	-0.99959064	0.00000000	0.20148194	-0.97949223	0.00000000	9.98415121
