ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d	MSFT d
W_TST_0361	219.50109243	0.00000000	48.62215834	0.00000000	-0.63609293	-0.77161246	0.00000000	0.75036677	0.66102172	0.00000000	170.87893409	29199.61011602
W_TST_0362	219.50109243	0.00000000	157.68770526	0.00000000	-0.63609293	-0.77161246	0.00000000	0.37965469	-0.92512827	0.00000000	61.81338717	3820.89483284
W_TST_0363	219.50109243	0.00000000	157.10968182	0.00000000	-0.63609293	-0.77161246	0.00000000	0.38896828	-0.92125115	0.00000000	62.39141061	3892.68811757
W_TST_0364	219.50109243	0.00000000	220.07434831	0.00000000	-0.63609293	-0.77161246	0.00000000	-0.64378110	-0.76520970	0.00000000	0.57325588	0.32862231
W_TST_0365	219.50109243	0.00000000	205.86923134	0.00000000	-0.63609293	-0.77161246	0.00000000	-0.43631865	-0.89979222	0.00000000	13.63186109	185.82763681
W_TST_0366	219.50109243	0.00000000	130.23374080	0.00000000	-0.63609293	-0.77161246	0.00000000	0.76341579	-0.64590737	0.00000000	89.26735162	7968.66006583
W_TST_0367	219.50109243	0.00000000	133.54274863	0.00000000	-0.63609293	-0.77161246	0.00000000	0.72486058	-0.68889559	0.00000000	85.95834379	7388.83686786
W_TST_0368	219.50109243	0.00000000	222.83880986	0.00000000	-0.63609293	-0.77161246	0.00000000	-0.67993815	-0.73326947	0.00000000	3.33771743	11.14035763
W_TST_0369	219.50109243	0.00000000	204.64470095	0.00000000	-0.63609293	-0.77161246	0.00000000	-0.41699003	-0.90891106	0.00000000	14.85639148	220.71236769
W_TST_0370	219.50109243	0.00000000	222.80979507	0.00000000	-0.63609293	-0.77161246	0.00000000	-0.67956673	-0.73361370	0.00000000	3.30870264	10.94751317
W_TST_0371	219.50109243	0.00000000	78.51527643	0.00000000	-0.63609293	-0.77161246	0.00000000	0.97997783	0.19910666	0.00000000	140.98581600	19877.00031203
W_TST_0372	219.50109243	0.00000000	27.00036395	0.00000000	-0.63609293	-0.77161246	0.00000000	0.45399616	0.89100364	0.00000000	167.49927153	28056.00596277
W_TST_0373	219.50109243	0.00000000	38.02859091	0.00000000	-0.63609293	-0.77161246	0.00000000	0.61605462	0.78770344	0.00000000	178.52749850	31872.06771945
W_TST_0374	219.50109243	0.00000000	220.84236394	0.00000000	-0.63609293	-0.77161246	0.00000000	-0.65398014	-0.75651172	0.00000000	1.34127152	1.79900928
W_TST_0375	219.50109243	0.00000000	211.54333671	0.00000000	-0.63609293	-0.77161246	0.00000000	-0.52314333	-0.85224472	0.00000000	7.95775572	63.32587612
W_TST_0376	219.50109243	0.00000000	223.43536763	0.00000000	-0.63609293	-0.77161246	0.00000000	-0.68753588	-0.72615041	0.00000000	3.93427521	15.47852140
W_TST_0377	219.50109243	0.00000000	261.57648997	0.00000000	-0.63609293	-0.77161246	0.00000000	-0.98921231	-0.14648894	0.00000000	42.07539755	1770.33907880
W_TST_0378	219.50109243	0.00000000	230.71862348	0.00000000	-0.63609293	-0.77161246	0.00000000	-0.77404604	-0.63312931	0.00000000	11.21753105	125.83300287
W_TST_0379	219.50109243	0.00000000	232.19156731	0.00000000	-0.63609293	-0.77161246	0.00000000	-0.79006480	-0.61302334	0.00000000	12.69047488	161.04815277
